episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/loss,info/learner/default_policy/grad_norm,info/learner/default_policy/td_error_abs,info/learner/default_policy/q_taken_mean,info/learner/default_policy/target_mean
-1651.0,-47824.0,-17548.272727272728,360.0,3,1,11880,11880,False,33,11,d41ac65319df42c194e22eef4b3bf66e,2021-07-15_14-45-32,1626360332,36.308348655700684,312.85945749282837,12,264e0c6a7bc9,172.17.0.2,312.85945749282837,0,11,8caff_00000,"[-46798.0, -45726.0, -46740.0, -1748.0, -1651.0, -2426.0, -2190.0, -2688.0, -2567.0, -3232.0, -4206.0, -4267.0, -4764.0, -5358.0, -6243.0, -5699.0, -6039.0, -6427.0, -10730.0, -8867.0, -12093.0, -13457.0, -13618.0, -15677.0, -20379.0, -21254.0, -26577.0, -30336.0, -32812.0, -38063.0, -42647.0, -47824.0, -45990.0]","[360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360]",0.8524806559991572,2.3632882301922074,0.32172859841923745,18.623374974166524,0.0,0.128,2821478.411,605.259,594.787,8.297,11880,11880,11880,11880,33,25.521153846153847,8.930769230769231,6.211517768039137e+17,9.3398695544252e+17,348855409.7777778,5727423792.09697,6008186371.10303
-1651.0,-48270.0,-19999.88888888889,360.0,3,1,12960,12960,False,36,12,d41ac65319df42c194e22eef4b3bf66e,2021-07-15_14-46-08,1626360368,35.24421310424805,348.1036705970764,12,264e0c6a7bc9,172.17.0.2,348.1036705970764,0,12,8caff_00000,"[-45046.0, -48270.0, -47587.0, -1748.0, -1651.0, -2426.0, -2190.0, -2688.0, -2567.0, -3232.0, -4206.0, -4267.0, -4764.0, -5358.0, -6243.0, -5699.0, -6039.0, -6427.0, -10730.0, -8867.0, -12093.0, -13457.0, -13618.0, -15677.0, -20379.0, -21254.0, -26577.0, -30336.0, -32812.0, -38063.0, -42647.0, -47824.0, -45990.0, -46798.0, -45726.0, -46740.0]","[360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360]",0.8546403247195351,2.3654318390794797,0.32223814134781437,18.854693789502893,0.0,0.124,2912575.041,605.722,594.332,8.534,12960,12960,12960,12960,36,23.998,9.0,3.5864024206425457e+18,1.3124687506953994e+18,197353472.0,12358156618.989899,12294824746.925253
-1651.0,-48270.0,-22037.51282051282,360.0,3,1,14040,14040,False,39,13,d41ac65319df42c194e22eef4b3bf66e,2021-07-15_14-46-45,1626360405,36.42608118057251,384.5297517776489,12,264e0c6a7bc9,172.17.0.2,384.5297517776489,0,13,8caff_00000,"[-46570.0, -47195.0, -45702.0, -1748.0, -1651.0, -2426.0, -2190.0, -2688.0, -2567.0, -3232.0, -4206.0, -4267.0, -4764.0, -5358.0, -6243.0, -5699.0, -6039.0, -6427.0, -10730.0, -8867.0, -12093.0, -13457.0, -13618.0, -15677.0, -20379.0, -21254.0, -26577.0, -30336.0, -32812.0, -38063.0, -42647.0, -47824.0, -45990.0, -46798.0, -45726.0, -46740.0, -45046.0, -48270.0, -47587.0]","[360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360]",0.8570907904783512,2.3683749127084424,0.3228815718680065,19.087873207231908,0.0,0.121,2984132.997,602.353,597.656,9.883,14040,14040,14040,14040,39,24.51153846153846,9.065384615384618,1.9261440116391936e+16,1.3132950207987712e+16,125927035.08686869,484301143.4020202,608000310.3030303
-1651.0,-48270.0,-23651.619047619046,360.0,3,1,15120,15120,False,42,14,d41ac65319df42c194e22eef4b3bf66e,2021-07-15_14-47-22,1626360442,35.340293169021606,419.87004494667053,12,264e0c6a7bc9,172.17.0.2,419.87004494667053,0,14,8caff_00000,"[-43625.0, -44348.0, -45932.0, -1748.0, -1651.0, -2426.0, -2190.0, -2688.0, -2567.0, -3232.0, -4206.0, -4267.0, -4764.0, -5358.0, -6243.0, -5699.0, -6039.0, -6427.0, -10730.0, -8867.0, -12093.0, -13457.0, -13618.0, -15677.0, -20379.0, -21254.0, -26577.0, -30336.0, -32812.0, -38063.0, -42647.0, -47824.0, -45990.0, -46798.0, -45726.0, -46740.0, -45046.0, -48270.0, -47587.0, -46570.0, -47195.0, -45702.0]","[360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360]",0.8595936553446308,2.3714734382004883,0.32354024420952104,19.31370436377252,0.0,0.117,3084757.719,602.798,597.215,10.262,15120,15120,15120,15120,42,23.974,9.132,1.3425583509733376e+16,1.1184516819320832e+16,103716346.82828283,503512657.7131313,605006970.0525253
-1651.0,-48270.0,-25132.355555555554,360.0,3,1,16200,16200,False,45,15,d41ac65319df42c194e22eef4b3bf66e,2021-07-15_14-47-57,1626360477,34.479368686676025,454.34941363334656,12,264e0c6a7bc9,172.17.0.2,454.34941363334656,0,15,8caff_00000,"[-46436.0, -44250.0, -46902.0, -1748.0, -1651.0, -2426.0, -2190.0, -2688.0, -2567.0, -3232.0, -4206.0, -4267.0, -4764.0, -5358.0, -6243.0, -5699.0, -6039.0, -6427.0, -10730.0, -8867.0, -12093.0, -13457.0, -13618.0, -15677.0, -20379.0, -21254.0, -26577.0, -30336.0, -32812.0, -38063.0, -42647.0, -47824.0, -45990.0, -46798.0, -45726.0, -46740.0, -45046.0, -48270.0, -47587.0, -46570.0, -47195.0, -45702.0, -43625.0, -44348.0, -45932.0]","[360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360]",0.8619443188738856,2.3743068541492915,0.3241894243036339,19.527532096035966,0.0,0.117,3084953.438,607.155,592.929,10.476,16200,16200,16200,16200,45,23.808000000000003,9.2,6.45483161672745e+16,8.408551251142246e+16,209961059.2969697,1392985288.6626263,1595306041.9232323
-1651.0,-48270.0,-26445.25,360.0,3,1,17280,17280,False,48,16,d41ac65319df42c194e22eef4b3bf66e,2021-07-15_14-48-33,1626360513,35.07534861564636,489.4247622489929,12,264e0c6a7bc9,172.17.0.2,489.4247622489929,0,16,8caff_00000,"[-45813.0, -45628.0, -46975.0, -1748.0, -1651.0, -2426.0, -2190.0, -2688.0, -2567.0, -3232.0, -4206.0, -4267.0, -4764.0, -5358.0, -6243.0, -5699.0, -6039.0, -6427.0, -10730.0, -8867.0, -12093.0, -13457.0, -13618.0, -15677.0, -20379.0, -21254.0, -26577.0, -30336.0, -32812.0, -38063.0, -42647.0, -47824.0, -45990.0, -46798.0, -45726.0, -46740.0, -45046.0, -48270.0, -47587.0, -46570.0, -47195.0, -45702.0, -43625.0, -44348.0, -45932.0, -46436.0, -44250.0, -46902.0]","[360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360]",0.8642055102397821,2.3771363862517805,0.32478711818836703,19.73129283791684,0.0,0.109,3300146.411,614.714,585.638,9.793,17280,17280,17280,17280,48,24.087999999999997,9.298,3.997783046907494e+16,2.8521582880096256e+16,175789794.52121213,776128946.4242424,949069513.6969697
-1651.0,-48270.0,-27630.86274509804,360.0,3,1,18360,18360,False,51,17,d41ac65319df42c194e22eef4b3bf66e,2021-07-15_14-49-09,1626360549,34.74077248573303,524.165534734726,12,264e0c6a7bc9,172.17.0.2,524.165534734726,0,17,8caff_00000,"[-46659.0, -46800.0, -46343.0, -1748.0, -1651.0, -2426.0, -2190.0, -2688.0, -2567.0, -3232.0, -4206.0, -4267.0, -4764.0, -5358.0, -6243.0, -5699.0, -6039.0, -6427.0, -10730.0, -8867.0, -12093.0, -13457.0, -13618.0, -15677.0, -20379.0, -21254.0, -26577.0, -30336.0, -32812.0, -38063.0, -42647.0, -47824.0, -45990.0, -46798.0, -45726.0, -46740.0, -45046.0, -48270.0, -47587.0, -46570.0, -47195.0, -45702.0, -43625.0, -44348.0, -45932.0, -46436.0, -44250.0, -46902.0, -45813.0, -45628.0, -46975.0]","[360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360]",0.8663115533613901,2.3796907985032076,0.3253305253313356,19.924336622433206,0.0,0.118,3056663.014,603.244,596.774,9.695,18360,18360,18360,18360,51,24.33877551020408,9.33265306122449,4.9703814834631475e+17,6.933225518200259e+17,400748237.83434343,4851683303.175757,5199055348.622222
-1651.0,-48270.0,-28627.38888888889,360.0,3,1,19440,19440,False,54,18,d41ac65319df42c194e22eef4b3bf66e,2021-07-15_14-49-44,1626360584,34.89825391769409,559.06378865242,12,264e0c6a7bc9,172.17.0.2,559.06378865242,0,18,8caff_00000,"[-44804.0, -45591.0, -46310.0, -1748.0, -1651.0, -2426.0, -2190.0, -2688.0, -2567.0, -3232.0, -4206.0, -4267.0, -4764.0, -5358.0, -6243.0, -5699.0, -6039.0, -6427.0, -10730.0, -8867.0, -12093.0, -13457.0, -13618.0, -15677.0, -20379.0, -21254.0, -26577.0, -30336.0, -32812.0, -38063.0, -42647.0, -47824.0, -45990.0, -46798.0, -45726.0, -46740.0, -45046.0, -48270.0, -47587.0, -46570.0, -47195.0, -45702.0, -43625.0, -44348.0, -45932.0, -46436.0, -44250.0, -46902.0, -45813.0, -45628.0, -46975.0, -46659.0, -46800.0, -46343.0]","[360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360]",0.8683519396971645,2.3821509185795855,0.3258374321672306,20.10723945828513,0.0,0.127,2843669.149,602.818,597.195,8.942,19440,19440,19440,19440,54,24.294,9.399999999999999,4.586039359953699e+18,2.2452013695290573e+17,368453255.4989899,14178300259.814142,14301024959.353535
-1651.0,-48270.0,-29565.43859649123,360.0,3,1,20520,20520,False,57,19,d41ac65319df42c194e22eef4b3bf66e,2021-07-15_14-50-21,1626360621,36.54581642150879,595.6096050739288,12,264e0c6a7bc9,172.17.0.2,595.6096050739288,0,19,8caff_00000,"[-46622.0, -45862.0, -46867.0, -1748.0, -1651.0, -2426.0, -2190.0, -2688.0, -2567.0, -3232.0, -4206.0, -4267.0, -4764.0, -5358.0, -6243.0, -5699.0, -6039.0, -6427.0, -10730.0, -8867.0, -12093.0, -13457.0, -13618.0, -15677.0, -20379.0, -21254.0, -26577.0, -30336.0, -32812.0, -38063.0, -42647.0, -47824.0, -45990.0, -46798.0, -45726.0, -46740.0, -45046.0, -48270.0, -47587.0, -46570.0, -47195.0, -45702.0, -43625.0, -44348.0, -45932.0, -46436.0, -44250.0, -46902.0, -45813.0, -45628.0, -46975.0, -46659.0, -46800.0, -46343.0, -44804.0, -45591.0, -46310.0]","[360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360]",0.8704383026422553,2.3847790661751564,0.32636100694054354,20.28433561775196,0.0,0.156,2313972.005,596.686,603.332,8.242,20520,20520,20520,20520,57,24.70588235294117,9.464705882352941,7.295610394503021e+18,2.798233178312016e+18,271209134.80404043,18024983309.963634,17910788087.725254
-1651.0,-48270.0,-30391.666666666668,360.0,3,1,21600,21600,False,60,20,d41ac65319df42c194e22eef4b3bf66e,2021-07-15_14-50-56,1626360656,33.427510023117065,629.0371150970459,12,264e0c6a7bc9,172.17.0.2,629.0371150970459,0,20,8caff_00000,"[-45139.0, -46289.0, -46842.0, -1748.0, -1651.0, -2426.0, -2190.0, -2688.0, -2567.0, -3232.0, -4206.0, -4267.0, -4764.0, -5358.0, -6243.0, -5699.0, -6039.0, -6427.0, -10730.0, -8867.0, -12093.0, -13457.0, -13618.0, -15677.0, -20379.0, -21254.0, -26577.0, -30336.0, -32812.0, -38063.0, -42647.0, -47824.0, -45990.0, -46798.0, -45726.0, -46740.0, -45046.0, -48270.0, -47587.0, -46570.0, -47195.0, -45702.0, -43625.0, -44348.0, -45932.0, -46436.0, -44250.0, -46902.0, -45813.0, -45628.0, -46975.0, -46659.0, -46800.0, -46343.0, -44804.0, -45591.0, -46310.0, -46622.0, -45862.0, -46867.0]","[360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360, 360]",0.8722961300879712,2.386877529126614,0.32683563991211795,20.449050585862196,0.0,0.16,2245703.221,589.97,610.2,8.405,21600,21600,21600,21600,60,23.635416666666668,9.53125,9.12362722820096e+16,1.4561705223992115e+17,238017715.97575757,2299517370.69899,2524683443.9757576
